Transaction ID,Date,Customer ID,Gender,Age,Generation,Product Category,Quantity,Price per Unit,Total Sales, Commission 2023 ,,,
931,9/2/2023,CUST931,Male,30,Adult,Beauty,4,30,120, £1.80 ,,,
932,2/28/2023,CUST932,Female,45,Adult,Beauty,4,25,100, £1.50 ,,,
933,2/3/2023,CUST933,Male,22,Young Adult,Beauty,1,30,30, £0.45 ,,,
934,7/25/2023,CUST934,Male,30,Adult,Beauty,1,500,500, £7.50 ,,,
935,9/9/2023,CUST935,Female,34,Adult,Beauty,1,50,50, £0.75 ,,,
936,2/7/2023,CUST936,Male,57,Senior,Beauty,4,50,200, £3.00 ,,,
937,10/23/2023,CUST937,Female,62,Senior,Beauty,1,500,500, £7.50 ,,,
938,11/19/2023,CUST938,Male,49,Adult,Clothing,4,50,200, £3.00 ,,,
939,12/18/2023,CUST939,Female,46,Adult,Electronics,1,300,300, £4.50 ,,,
940,1/28/2023,CUST940,Female,20,Young Adult,Electronics,1,30,30, £0.45 ,,,
941,3/19/2023,CUST941,Female,57,Senior,Clothing,2,25,50, £0.75 ,,,
942,3/18/2023,CUST942,Male,51,Senior,Clothing,3,500,1500, £22.50 ,,,
943,10/16/2023,CUST943,Female,57,Senior,Clothing,4,300,1200, £18.00 ,,,
944,6/5/2023,CUST944,Male,44,Adult,Clothing,2,25,50, £0.75 ,,,
945,2/13/2023,CUST945,Male,30,Adult,Beauty,1,25,25, £0.38 ,,,
946,5/8/2023,CUST946,Male,62,Senior,Electronics,4,500,2000, £30.00 ,,,
947,3/2/2023,CUST947,Male,50,Adult,Beauty,1,300,300, £4.50 ,,,
948,10/13/2023,CUST948,Female,23,Young Adult,Electronics,3,25,75, £1.13 ,,,
949,8/2/2023,CUST949,Female,41,Adult,Electronics,2,25,50, £0.75 ,,,
950,11/7/2023,CUST950,Male,36,Adult,Clothing,3,300,900, £13.50 ,,,
951,11/2/2023,CUST951,Male,33,Adult,Beauty,2,50,100, £1.50 ,,,
952,11/13/2023,CUST952,Female,57,Senior,Clothing,1,25,25, £0.38 ,,,
953,4/26/2023,CUST953,Male,45,Adult,Beauty,3,30,90, £1.35 ,,,
954,9/25/2023,CUST954,Female,50,Adult,Electronics,3,300,900, £13.50 ,,,
955,7/14/2023,CUST955,Male,58,Senior,Clothing,1,25,25, £0.38 ,,,
956,8/19/2023,CUST956,Male,30,Adult,Clothing,3,500,1500, £22.50 ,,,
957,8/15/2023,CUST957,Female,60,Senior,Electronics,4,30,120, £1.80 ,,,
958,6/2/2023,CUST958,Male,62,Senior,Electronics,2,25,50, £0.75 ,,,
959,10/29/2023,CUST959,Female,42,Adult,Electronics,2,30,60, £0.90 ,,,
960,8/8/2023,CUST960,Male,59,Senior,Clothing,2,30,60, £0.90 ,,,
961,6/6/2023,CUST961,Male,53,Senior,Beauty,4,50,200, £3.00 ,,,
962,10/19/2023,CUST962,Male,44,Adult,Clothing,2,30,60, £0.90 ,,,
963,11/14/2023,CUST963,Female,55,Senior,Beauty,1,50,50, £0.75 ,,,
964,1/31/2023,CUST964,Male,24,Young Adult,Clothing,3,300,900, £13.50 ,,,
965,11/9/2023,CUST965,Male,22,Young Adult,Clothing,4,50,200, £3.00 ,,,
966,2/20/2023,CUST966,Male,60,Senior,Electronics,2,500,1000, £15.00 ,,,
967,4/17/2023,CUST967,Male,62,Senior,Beauty,1,25,25, £0.38 ,,,
968,11/17/2023,CUST968,Female,48,Adult,Clothing,3,300,900, £13.50 ,,,
969,4/19/2023,CUST969,Female,40,Adult,Clothing,3,300,900, £13.50 ,,,
970,5/16/2023,CUST970,Male,59,Senior,Electronics,4,500,2000, £30.00 ,,,
971,12/5/2023,CUST971,Female,27,Young Adult,Electronics,4,50,200, £3.00 ,,,
972,2/11/2023,CUST972,Male,49,Adult,Beauty,4,25,100, £1.50 ,,,
973,3/22/2023,CUST973,Male,60,Senior,Clothing,1,50,50, £0.75 ,,,
974,5/3/2023,CUST974,Male,47,Adult,Beauty,1,30,30, £0.45 ,,,
975,3/30/2023,CUST975,Female,56,Senior,Clothing,4,50,200, £3.00 ,,,
976,10/10/2023,CUST976,Female,48,Adult,Beauty,2,300,600, £9.00 ,,,
977,2/8/2023,CUST977,Female,35,Adult,Electronics,3,25,75, £1.13 ,,,
978,3/22/2023,CUST978,Female,53,Senior,Clothing,3,50,150, £2.25 ,,,
979,1/2/2023,CUST979,Female,19,Young Adult,Beauty,1,25,25, £0.38 ,,,
980,7/29/2023,CUST980,Female,31,Adult,Electronics,3,25,75, £1.13 ,,,
981,8/19/2023,CUST981,Female,30,Adult,Electronics,2,30,60, £0.90 ,,,
982,12/19/2023,CUST982,Female,46,Adult,Beauty,3,30,90, £1.35 ,,,
983,11/1/2023,CUST983,Female,29,Young Adult,Clothing,1,300,300, £4.50 ,,,
984,8/29/2023,CUST984,Male,56,Senior,Clothing,1,500,500, £7.50 ,,,
985,5/30/2023,CUST985,Female,19,Young Adult,Electronics,2,25,50, £0.75 ,,,
986,1/17/2023,CUST986,Female,49,Adult,Clothing,2,500,1000, £15.00 ,,,
987,4/29/2023,CUST987,Female,30,Adult,Clothing,3,300,900, £13.50 ,,,
988,5/28/2023,CUST988,Female,63,Senior,Clothing,3,25,75, £1.13 ,,,
989,12/28/2023,CUST989,Female,44,Adult,Electronics,1,25,25, £0.38 ,,,
990,5/25/2023,CUST990,Female,58,Senior,Beauty,2,500,1000, £15.00 ,,,
991,12/26/2023,CUST991,Female,34,Adult,Clothing,2,50,100, £1.50 ,,,
992,8/21/2023,CUST992,Female,57,Senior,Electronics,2,30,60, £0.90 ,,,
993,2/6/2023,CUST993,Female,48,Adult,Electronics,3,50,150, £2.25 ,,,
994,12/18/2023,CUST994,Female,51,Senior,Beauty,2,500,1000, £15.00 ,,,
995,4/30/2023,CUST995,Female,41,Adult,Clothing,1,30,30, £0.45 ,,,
996,5/16/2023,CUST996,Male,62,Senior,Clothing,1,50,50, £0.75 ,,,
997,11/17/2023,CUST997,Male,52,Senior,Beauty,3,30,90, £1.35 ,,,
998,10/29/2023,CUST998,Female,23,Young Adult,Beauty,4,25,100, £1.50 ,,,
999,12/5/2023,CUST999,Female,36,Adult,Electronics,3,50,150, £2.25 ,,,
1000,4/12/2023,CUST1000,Male,47,Adult,Electronics,4,30,120, £1.80 ,,,
